date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:52:09	97337/97337	---M--	200	added ('OK')	image/jpeg	etag:%2217c39-63e13628-7e5b7c50b5cdcc8f;;;%22	https://frenify.com/work/envato/frenify/html/neoh/1/img/about/2.jpg	C:/Users/khali/OneDrive/Desktop/gaming/frenify.com/work/envato/frenify/html/neoh/1/img/about/2.jpg	(from https://frenify.com/work/envato/frenify/html/neoh/1/index.html)
13:52:09	91396/91396	---M--	200	added ('OK')	image/jpeg	etag:%2216504-63e13629-288f1f8146a5bf18;;;%22	https://frenify.com/work/envato/frenify/html/neoh/1/img/drops/1.jpg	C:/Users/khali/OneDrive/Desktop/gaming/frenify.com/work/envato/frenify/html/neoh/1/img/drops/1.jpg	(from https://frenify.com/work/envato/frenify/html/neoh/1/index.html)
13:52:09	21845/21845	---M-Z	200	added ('OK')	text/html	etag:%225555-63e135c1-d91cc42d74dae2f;gz%22	https://frenify.com/work/envato/frenify/html/neoh/1/nft-single-1.html	C:/Users/khali/OneDrive/Desktop/gaming/frenify.com/work/envato/frenify/html/neoh/1/nft-single-1.html	(from https://frenify.com/work/envato/frenify/html/neoh/1/index.html)
13:52:10	92045/92045	---M--	200	added ('OK')	image/jpeg	etag:%221678d-63e1362a-95f58cfeac081d97;;;%22	https://frenify.com/work/envato/frenify/html/neoh/1/img/drops/2.jpg	C:/Users/khali/OneDrive/Desktop/gaming/frenify.com/work/envato/frenify/html/neoh/1/img/drops/2.jpg	(from https://frenify.com/work/envato/frenify/html/neoh/1/index.html)
13:52:10	24857/24857	---M-Z	200	added ('OK')	text/html	etag:%226119-63e135c1-f3407c9260759779;gz%22	https://frenify.com/work/envato/frenify/html/neoh/1/nft-single-2.html	C:/Users/khali/OneDrive/Desktop/gaming/frenify.com/work/envato/frenify/html/neoh/1/nft-single-2.html	(from https://frenify.com/work/envato/frenify/html/neoh/1/index.html)
13:52:10	51902/51902	---M--	200	added ('OK')	image/jpeg	etag:%22cabe-63e13629-77de7272219f262e;;;%22	https://frenify.com/work/envato/frenify/html/neoh/1/img/drops/3.jpg	C:/Users/khali/OneDrive/Desktop/gaming/frenify.com/work/envato/frenify/html/neoh/1/img/drops/3.jpg	(from https://frenify.com/work/envato/frenify/html/neoh/1/index.html)
13:52:10	96515/96515	---M--	200	added ('OK')	image/jpeg	etag:%2217903-63e1362a-ea66d43004198777;;;%22	https://frenify.com/work/envato/frenify/html/neoh/1/img/drops/4.jpg	C:/Users/khali/OneDrive/Desktop/gaming/frenify.com/work/envato/frenify/html/neoh/1/img/drops/4.jpg	(from https://frenify.com/work/envato/frenify/html/neoh/1/index.html)
13:52:11	73873/73873	---M--	200	added ('OK')	image/jpeg	etag:%2212091-63e13629-87523799815bb8ad;;;%22	https://frenify.com/work/envato/frenify/html/neoh/1/img/drops/5.jpg	C:/Users/khali/OneDrive/Desktop/gaming/frenify.com/work/envato/frenify/html/neoh/1/img/drops/5.jpg	(from https://frenify.com/work/envato/frenify/html/neoh/1/index.html)
13:52:11	133965/133965	---M--	200	added ('OK')	image/jpeg	etag:%2220b4d-63e1362a-8fd9dfcc15512018;;;%22	https://frenify.com/work/envato/frenify/html/neoh/1/img/drops/6.jpg	C:/Users/khali/OneDrive/Desktop/gaming/frenify.com/work/envato/frenify/html/neoh/1/img/drops/6.jpg	(from https://frenify.com/work/envato/frenify/html/neoh/1/index.html)
13:52:11	32703/32703	---M--	200	added ('OK')	image/jpeg	etag:%227fbf-63e13647-d1dd9d4a0865bcf2;;;%22	https://frenify.com/work/envato/frenify/html/neoh/1/img/timeline/1/1.jpg	C:/Users/khali/OneDrive/Desktop/gaming/frenify.com/work/envato/frenify/html/neoh/1/img/timeline/1/1.jpg	(from https://frenify.com/work/envato/frenify/html/neoh/1/index.html)
13:52:11	15753/15753	---M--	200	added ('OK')	image/jpeg	etag:%223d89-63e13647-fa078a0f0140f136;;;%22	https://frenify.com/work/envato/frenify/html/neoh/1/img/timeline/1/2.jpg	C:/Users/khali/OneDrive/Desktop/gaming/frenify.com/work/envato/frenify/html/neoh/1/img/timeline/1/2.jpg	(from https://frenify.com/work/envato/frenify/html/neoh/1/index.html)
13:52:11	15289/15289	---M--	200	added ('OK')	image/jpeg	etag:%223bb9-63e13647-780a39045ca1ec69;;;%22	https://frenify.com/work/envato/frenify/html/neoh/1/img/timeline/1/3.jpg	C:/Users/khali/OneDrive/Desktop/gaming/frenify.com/work/envato/frenify/html/neoh/1/img/timeline/1/3.jpg	(from https://frenify.com/work/envato/frenify/html/neoh/1/index.html)
13:52:12	19450/19450	---M-Z	200	added ('OK')	text/html	etag:%224bfa-63e135c1-d0398bbe126c5e54;gz%22	https://frenify.com/work/envato/frenify/html/neoh/1/roadmap-single.html	C:/Users/khali/OneDrive/Desktop/gaming/frenify.com/work/envato/frenify/html/neoh/1/roadmap-single.html	(from https://frenify.com/work/envato/frenify/html/neoh/1/index.html)
13:52:12	41682/41682	---M--	200	added ('OK')	image/jpeg	etag:%22a2d2-63e13647-1c773807f4ab0635;;;%22	https://frenify.com/work/envato/frenify/html/neoh/1/img/timeline/2/1.jpg	C:/Users/khali/OneDrive/Desktop/gaming/frenify.com/work/envato/frenify/html/neoh/1/img/timeline/2/1.jpg	(from https://frenify.com/work/envato/frenify/html/neoh/1/index.html)
13:52:12	11724/11724	---M--	200	added ('OK')	image/jpeg	etag:%222dcc-63e13647-8c1110b4118eb1d9;;;%22	https://frenify.com/work/envato/frenify/html/neoh/1/img/timeline/2/2.jpg	C:/Users/khali/OneDrive/Desktop/gaming/frenify.com/work/envato/frenify/html/neoh/1/img/timeline/2/2.jpg	(from https://frenify.com/work/envato/frenify/html/neoh/1/index.html)
13:52:12	13659/13659	---M--	200	added ('OK')	image/jpeg	etag:%22355b-63e13647-91775245466683d3;;;%22	https://frenify.com/work/envato/frenify/html/neoh/1/img/timeline/2/3.jpg	C:/Users/khali/OneDrive/Desktop/gaming/frenify.com/work/envato/frenify/html/neoh/1/img/timeline/2/3.jpg	(from https://frenify.com/work/envato/frenify/html/neoh/1/index.html)
13:52:13	23096/23096	---M--	200	added ('OK')	image/jpeg	etag:%225a38-63e13647-ed244674b98ca857;;;%22	https://frenify.com/work/envato/frenify/html/neoh/1/img/timeline/3/1.jpg	C:/Users/khali/OneDrive/Desktop/gaming/frenify.com/work/envato/frenify/html/neoh/1/img/timeline/3/1.jpg	(from https://frenify.com/work/envato/frenify/html/neoh/1/index.html)
13:52:13	12019/12019	---M--	200	added ('OK')	image/jpeg	etag:%222ef3-63e13647-7fe19405902dbc8f;;;%22	https://frenify.com/work/envato/frenify/html/neoh/1/img/timeline/3/2.jpg	C:/Users/khali/OneDrive/Desktop/gaming/frenify.com/work/envato/frenify/html/neoh/1/img/timeline/3/2.jpg	(from https://frenify.com/work/envato/frenify/html/neoh/1/index.html)
13:52:13	11019/11019	---M--	200	added ('OK')	image/jpeg	etag:%222b0b-63e13647-cf896c37f8a6604;;;%22	https://frenify.com/work/envato/frenify/html/neoh/1/img/timeline/3/3.jpg	C:/Users/khali/OneDrive/Desktop/gaming/frenify.com/work/envato/frenify/html/neoh/1/img/timeline/3/3.jpg	(from https://frenify.com/work/envato/frenify/html/neoh/1/index.html)
13:52:13	49896/49896	---M--	200	added ('OK')	image/jpeg	etag:%22c2e8-63e13647-46df36ad94127975;;;%22	https://frenify.com/work/envato/frenify/html/neoh/1/img/timeline/4/1.jpg	C:/Users/khali/OneDrive/Desktop/gaming/frenify.com/work/envato/frenify/html/neoh/1/img/timeline/4/1.jpg	(from https://frenify.com/work/envato/frenify/html/neoh/1/index.html)
13:52:14	17631/17631	---M--	200	added ('OK')	image/jpeg	etag:%2244df-63e13647-2feadbb3481fa0b;;;%22	https://frenify.com/work/envato/frenify/html/neoh/1/img/timeline/4/2.jpg	C:/Users/khali/OneDrive/Desktop/gaming/frenify.com/work/envato/frenify/html/neoh/1/img/timeline/4/2.jpg	(from https://frenify.com/work/envato/frenify/html/neoh/1/index.html)
13:52:14	12656/12656	---M--	200	added ('OK')	image/jpeg	etag:%223170-63e13647-9d8acbd2e85a4cf0;;;%22	https://frenify.com/work/envato/frenify/html/neoh/1/img/timeline/4/3.jpg	C:/Users/khali/OneDrive/Desktop/gaming/frenify.com/work/envato/frenify/html/neoh/1/img/timeline/4/3.jpg	(from https://frenify.com/work/envato/frenify/html/neoh/1/index.html)
13:52:14	49475/49475	---M--	200	added ('OK')	image/jpeg	etag:%22c143-63e13647-f8df5555d344196e;;;%22	https://frenify.com/work/envato/frenify/html/neoh/1/img/timeline/5/1.jpg	C:/Users/khali/OneDrive/Desktop/gaming/frenify.com/work/envato/frenify/html/neoh/1/img/timeline/5/1.jpg	(from https://frenify.com/work/envato/frenify/html/neoh/1/index.html)
13:52:14	15483/15483	---M--	200	added ('OK')	image/jpeg	etag:%223c7b-63e13647-c4bbec67d8fe9c91;;;%22	https://frenify.com/work/envato/frenify/html/neoh/1/img/timeline/5/2.jpg	C:/Users/khali/OneDrive/Desktop/gaming/frenify.com/work/envato/frenify/html/neoh/1/img/timeline/5/2.jpg	(from https://frenify.com/work/envato/frenify/html/neoh/1/index.html)
13:52:15	16203/16203	---M--	200	added ('OK')	image/jpeg	etag:%223f4b-63e13647-9ce735c26efb91e9;;;%22	https://frenify.com/work/envato/frenify/html/neoh/1/img/timeline/5/3.jpg	C:/Users/khali/OneDrive/Desktop/gaming/frenify.com/work/envato/frenify/html/neoh/1/img/timeline/5/3.jpg	(from https://frenify.com/work/envato/frenify/html/neoh/1/index.html)
13:52:15	116600/116600	---M--	200	added ('OK')	image/jpeg	etag:%221c778-63e13648-4d0f3667e14de0d2;;;%22	https://frenify.com/work/envato/frenify/html/neoh/1/img/timeline/6/1.jpg	C:/Users/khali/OneDrive/Desktop/gaming/frenify.com/work/envato/frenify/html/neoh/1/img/timeline/6/1.jpg	(from https://frenify.com/work/envato/frenify/html/neoh/1/index.html)
13:52:15	105028/105028	---M--	200	added ('OK')	image/jpeg	etag:%2219a44-63e13648-bf0991bc7938f8bd;;;%22	https://frenify.com/work/envato/frenify/html/neoh/1/img/timeline/6/2.jpg	C:/Users/khali/OneDrive/Desktop/gaming/frenify.com/work/envato/frenify/html/neoh/1/img/timeline/6/2.jpg	(from https://frenify.com/work/envato/frenify/html/neoh/1/index.html)
13:52:15	89413/89413	---M--	200	added ('OK')	image/jpeg	etag:%2215d45-63e13648-650b7afd2a81b6af;;;%22	https://frenify.com/work/envato/frenify/html/neoh/1/img/timeline/6/3.jpg	C:/Users/khali/OneDrive/Desktop/gaming/frenify.com/work/envato/frenify/html/neoh/1/img/timeline/6/3.jpg	(from https://frenify.com/work/envato/frenify/html/neoh/1/index.html)
13:52:16	97917/97917	---M--	200	added ('OK')	image/jpeg	etag:%2217e7d-63e13648-e7897cbaa392a4da;;;%22	https://frenify.com/work/envato/frenify/html/neoh/1/img/timeline/7/1.jpg	C:/Users/khali/OneDrive/Desktop/gaming/frenify.com/work/envato/frenify/html/neoh/1/img/timeline/7/1.jpg	(from https://frenify.com/work/envato/frenify/html/neoh/1/index.html)
13:52:16	89685/89685	---M--	200	added ('OK')	image/jpeg	etag:%2215e55-63e13648-fc85ef85bd222e2f;;;%22	https://frenify.com/work/envato/frenify/html/neoh/1/img/timeline/7/2.jpg	C:/Users/khali/OneDrive/Desktop/gaming/frenify.com/work/envato/frenify/html/neoh/1/img/timeline/7/2.jpg	(from https://frenify.com/work/envato/frenify/html/neoh/1/index.html)
13:52:16	87021/87021	---M--	200	added ('OK')	image/jpeg	etag:%22153ed-63e13648-3f802eb0998f0611;;;%22	https://frenify.com/work/envato/frenify/html/neoh/1/img/timeline/7/3.jpg	C:/Users/khali/OneDrive/Desktop/gaming/frenify.com/work/envato/frenify/html/neoh/1/img/timeline/7/3.jpg	(from https://frenify.com/work/envato/frenify/html/neoh/1/index.html)
13:52:17	2980/2980	---M--	200	added ('OK')	image/png	etag:%22ba4-63e1362a-3dcf7ae6eeabb150;;;%22	https://frenify.com/work/envato/frenify/html/neoh/1/img/investors/1.png	C:/Users/khali/OneDrive/Desktop/gaming/frenify.com/work/envato/frenify/html/neoh/1/img/investors/1.png	(from https://frenify.com/work/envato/frenify/html/neoh/1/index.html)
13:52:17	2629/2629	---M--	200	added ('OK')	image/png	etag:%22a45-63e1362a-56236637b0b67d40;;;%22	https://frenify.com/work/envato/frenify/html/neoh/1/img/investors/2.png	C:/Users/khali/OneDrive/Desktop/gaming/frenify.com/work/envato/frenify/html/neoh/1/img/investors/2.png	(from https://frenify.com/work/envato/frenify/html/neoh/1/index.html)
13:52:17	2982/2982	---M--	200	added ('OK')	image/png	etag:%22ba6-63e1362a-440ff439495a96ab;;;%22	https://frenify.com/work/envato/frenify/html/neoh/1/img/investors/3.png	C:/Users/khali/OneDrive/Desktop/gaming/frenify.com/work/envato/frenify/html/neoh/1/img/investors/3.png	(from https://frenify.com/work/envato/frenify/html/neoh/1/index.html)
13:52:17	2269/2269	---M--	200	added ('OK')	image/png	etag:%228dd-63e1362a-ed0d2e632a95c3d4;;;%22	https://frenify.com/work/envato/frenify/html/neoh/1/img/investors/4.png	C:/Users/khali/OneDrive/Desktop/gaming/frenify.com/work/envato/frenify/html/neoh/1/img/investors/4.png	(from https://frenify.com/work/envato/frenify/html/neoh/1/index.html)
13:52:18	2977/2977	---M--	200	added ('OK')	image/png	etag:%22ba1-63e1362a-b3ec7815e280c879;;;%22	https://frenify.com/work/envato/frenify/html/neoh/1/img/investors/5.png	C:/Users/khali/OneDrive/Desktop/gaming/frenify.com/work/envato/frenify/html/neoh/1/img/investors/5.png	(from https://frenify.com/work/envato/frenify/html/neoh/1/index.html)
13:52:18	2982/2982	---M--	200	added ('OK')	image/png	etag:%22ba6-63e1362a-3572574e0cbe6b78;;;%22	https://frenify.com/work/envato/frenify/html/neoh/1/img/investors/6.png	C:/Users/khali/OneDrive/Desktop/gaming/frenify.com/work/envato/frenify/html/neoh/1/img/investors/6.png	(from https://frenify.com/work/envato/frenify/html/neoh/1/index.html)
13:52:18	2269/2269	---M--	200	added ('OK')	image/png	etag:%228dd-63e1362b-b04887e244c054b1;;;%22	https://frenify.com/work/envato/frenify/html/neoh/1/img/investors/7.png	C:/Users/khali/OneDrive/Desktop/gaming/frenify.com/work/envato/frenify/html/neoh/1/img/investors/7.png	(from https://frenify.com/work/envato/frenify/html/neoh/1/index.html)
13:52:19	2977/2977	---M--	200	added ('OK')	image/png	etag:%22ba1-63e1362b-e940dfa4cdb34a29;;;%22	https://frenify.com/work/envato/frenify/html/neoh/1/img/investors/8.png	C:/Users/khali/OneDrive/Desktop/gaming/frenify.com/work/envato/frenify/html/neoh/1/img/investors/8.png	(from https://frenify.com/work/envato/frenify/html/neoh/1/index.html)
13:52:19	2980/2980	---M--	200	added ('OK')	image/png	etag:%22ba4-63e1362b-d1a2b3e583560d30;;;%22	https://frenify.com/work/envato/frenify/html/neoh/1/img/investors/9.png	C:/Users/khali/OneDrive/Desktop/gaming/frenify.com/work/envato/frenify/html/neoh/1/img/investors/9.png	(from https://frenify.com/work/envato/frenify/html/neoh/1/index.html)
13:52:19	2629/2629	---M--	200	added ('OK')	image/png	etag:%22a45-63e1362a-e040309963a3ab00;;;%22	https://frenify.com/work/envato/frenify/html/neoh/1/img/investors/10.png	C:/Users/khali/OneDrive/Desktop/gaming/frenify.com/work/envato/frenify/html/neoh/1/img/investors/10.png	(from https://frenify.com/work/envato/frenify/html/neoh/1/index.html)
13:52:20	11437/11437	---M--	200	added ('OK')	image/jpeg	etag:%222cad-63e13628-6ba87ea54c2272bc;;;%22	https://frenify.com/work/envato/frenify/html/neoh/1/img/blog/1.jpg	C:/Users/khali/OneDrive/Desktop/gaming/frenify.com/work/envato/frenify/html/neoh/1/img/blog/1.jpg	(from https://frenify.com/work/envato/frenify/html/neoh/1/index.html)
13:52:20	27011/27011	---M-Z	200	added ('OK')	text/html	etag:%226983-63e135c0-7602e8a511c11fa3;gz%22	https://frenify.com/work/envato/frenify/html/neoh/1/blog-single.html	C:/Users/khali/OneDrive/Desktop/gaming/frenify.com/work/envato/frenify/html/neoh/1/blog-single.html	(from https://frenify.com/work/envato/frenify/html/neoh/1/index.html)
13:52:20	21306/21306	---M--	200	added ('OK')	image/jpeg	etag:%22533a-63e13628-7c540705c11b99eb;;;%22	https://frenify.com/work/envato/frenify/html/neoh/1/img/blog/2.jpg	C:/Users/khali/OneDrive/Desktop/gaming/frenify.com/work/envato/frenify/html/neoh/1/img/blog/2.jpg	(from https://frenify.com/work/envato/frenify/html/neoh/1/index.html)
13:52:21	24905/24905	---M--	200	added ('OK')	image/jpeg	etag:%226149-63e13628-7a49d7e2e4266420;;;%22	https://frenify.com/work/envato/frenify/html/neoh/1/img/blog/3.jpg	C:/Users/khali/OneDrive/Desktop/gaming/frenify.com/work/envato/frenify/html/neoh/1/img/blog/3.jpg	(from https://frenify.com/work/envato/frenify/html/neoh/1/index.html)
13:52:21	1641/1641	---M--	200	added ('OK')	image/png	etag:%22669-63e135de-95f1249e7acba906;;;%22	https://frenify.com/work/envato/frenify/html/neoh/1/img/footer-logo.png	C:/Users/khali/OneDrive/Desktop/gaming/frenify.com/work/envato/frenify/html/neoh/1/img/footer-logo.png	(from https://frenify.com/work/envato/frenify/html/neoh/1/index.html)
13:52:21	17710/17710	---M-Z	200	added ('OK')	text/html	etag:%22452e-63e135c1-797fd0bca165ef6e;gz%22	https://frenify.com/work/envato/frenify/html/neoh/1/roadmap.html	C:/Users/khali/OneDrive/Desktop/gaming/frenify.com/work/envato/frenify/html/neoh/1/roadmap.html	(from https://frenify.com/work/envato/frenify/html/neoh/1/index.html)
13:52:22	417/417	---M-Z	200	added ('OK')	image/svg+xml	etag:%221a1-63e135df-5d756e5913c38a5e;gz%22	https://frenify.com/work/envato/frenify/html/neoh/1/svg/circle.svg	C:/Users/khali/OneDrive/Desktop/gaming/frenify.com/work/envato/frenify/html/neoh/1/svg/circle.svg	(from https://frenify.com/work/envato/frenify/html/neoh/1/index.html)
13:52:22	89501/89501	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215d9d-63e135de-bf47b14fe60ba3b9;gz%22	https://frenify.com/work/envato/frenify/html/neoh/1/js/jquery.js	C:/Users/khali/OneDrive/Desktop/gaming/frenify.com/work/envato/frenify/html/neoh/1/js/jquery.js	(from https://frenify.com/work/envato/frenify/html/neoh/1/index.html)
13:52:22	201005/201005	---M-Z	200	added ('OK')	application/x-javascript	etag:%223112d-63e135de-60be43b5c406c8f1;gz%22	https://frenify.com/work/envato/frenify/html/neoh/1/js/plugins.js	C:/Users/khali/OneDrive/Desktop/gaming/frenify.com/work/envato/frenify/html/neoh/1/js/plugins.js	(from https://frenify.com/work/envato/frenify/html/neoh/1/index.html)
13:52:22	17759/17759	---M-Z	200	added ('OK')	application/x-javascript	etag:%22455f-63e135de-4fc655572bc5ee02;gz%22	https://frenify.com/work/envato/frenify/html/neoh/1/js/init.js?ver=4.0	C:/Users/khali/OneDrive/Desktop/gaming/frenify.com/work/envato/frenify/html/neoh/1/js/initf9b8.js	(from https://frenify.com/work/envato/frenify/html/neoh/1/index.html)
13:52:23	17588/17588	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2244b4-63e13627-c04ce82ebe1a96cc;gz%22	https://frenify.com/work/envato/frenify/html/neoh/1/css/font/fontello.eot?65176178	C:/Users/khali/OneDrive/Desktop/gaming/frenify.com/work/envato/frenify/html/neoh/1/css/font/fontello4c98.eot	(from https://frenify.com/work/envato/frenify/html/neoh/1/css/plugins.css)
13:52:23	10156/10156	---M--	200	added ('OK')	font/woff2	etag:%2227ac-63e13627-2b1abd93767fa0f3;;;%22	https://frenify.com/work/envato/frenify/html/neoh/1/css/font/fontello.woff2?65176178	C:/Users/khali/OneDrive/Desktop/gaming/frenify.com/work/envato/frenify/html/neoh/1/css/font/fontello4c98.woff2	(from https://frenify.com/work/envato/frenify/html/neoh/1/css/plugins.css)
13:52:23	11824/11824	---M--	200	added ('OK')	application/font-woff	etag:%222e30-63e13627-5889cf8f92147487;;;%22	https://frenify.com/work/envato/frenify/html/neoh/1/css/font/fontello.woff?65176178	C:/Users/khali/OneDrive/Desktop/gaming/frenify.com/work/envato/frenify/html/neoh/1/css/font/fontello4c98.woff	(from https://frenify.com/work/envato/frenify/html/neoh/1/css/plugins.css)
13:52:23	17420/17420	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22440c-63e13627-6e0889d276f51bbf;gz%22	https://frenify.com/work/envato/frenify/html/neoh/1/css/font/fontello.ttf?65176178	C:/Users/khali/OneDrive/Desktop/gaming/frenify.com/work/envato/frenify/html/neoh/1/css/font/fontello4c98.ttf	(from https://frenify.com/work/envato/frenify/html/neoh/1/css/plugins.css)
